epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,num_adjs,epochs,hidden_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
500,0.00030942197190597653,1.0,0.0005762790679000318,1.0,0.016574745997786522,0.9946236610412598,0.9946236559139785,0.9946236559139785,0.9946236559139785,0.9969879518072289,0.9761904761904762,0.9862943040306535,0.9946560435289545,0.9946236559139785,0.9945662121078868,1,500,300,cosine,0.001,0.99,onlplab/alephbert-base,tfidf,3807
500,0.00034194401814602315,1.0,0.0008351629949174821,1.0,0.012363199144601822,0.9946236610412598,0.9946236559139785,0.9946236559139785,0.9946236559139785,0.9969879518072289,0.9761904761904762,0.9862943040306535,0.9946560435289545,0.9946236559139785,0.9945662121078868,1,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf,3807
403,0.00040343700675293803,1.0,0.0011961902491748333,1.0,0.023419346660375595,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,1,500,300,cosine,0.001,0.99,dicta-il/BEREL,tfidf,3807
485,0.0006124808569438756,1.0,0.006484895944595337,1.0,0.01862672157585621,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,1,500,300,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf,3807
274,0.0005765953683294356,1.0,0.00196230411529541,1.0,0.05565256625413895,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,2,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & BOW-n_gram,3807
202,0.0006159290787763894,1.0,0.022535957396030426,0.9772727489471436,0.032092705368995667,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,2,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,3807
419,0.0004682714061345905,1.0,0.0022280479315668344,1.0,0.05704423785209656,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,2,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & trigram,3807
137,0.0012000935385003686,1.0,0.024300312623381615,0.9772727489471436,0.03556342422962189,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,1,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,3807
481,0.0004998571239411831,1.0,0.0026724794879555702,1.0,0.05162176489830017,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,1,500,300,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram,3807
93,0.0008578907581977546,1.0,0.004506018478423357,1.0,0.06530963629484177,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,2,500,300,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,3807
494,0.00043707439908757806,1.0,0.021970104426145554,0.9772727489471436,0.049547016620635986,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,2,500,300,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,3807
88,0.0010440495098009706,1.0,0.005366623401641846,1.0,0.0600239597260952,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9731601731601731,0.9731601731601731,0.9731601731601731,0.989247311827957,0.989247311827957,0.989247311827957,2,500,300,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram,3807
499,0.00042402269900776446,1.0,0.0012196301249787211,1.0,0.018759865313768387,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,1,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf,3807
493,0.0004777259018737823,1.0,0.002679753117263317,1.0,0.02746295928955078,0.9892473220825195,0.989247311827957,0.989247311827957,0.989247311827957,0.9940119760479043,0.9523809523809523,0.971987951807229,0.9893760865366042,0.989247311827957,0.9890108822386319,1,500,300,cosine,0.001,0.99,dicta-il/dictabert,tfidf,3807
475,0.0005685061332769692,1.0,0.024968324229121208,0.9772727489471436,0.05199608579277992,0.9838709831237793,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9514966740576496,0.9701298701298702,0.9605570085530502,0.9843269437093198,0.9838709677419355,0.984034002421578,1,500,300,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,3807
