,,,,,,,,,,,,
,,,, ,Glossary,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
, ,Ref,,,Performances,Lex 6,Lex 5,Lex 4,Lex 3,Lex 2,Lex 1,
,,Deu 10:6,,,מִבְּאֵרֹ֥ת בְּנֵי־יַעֲקָ֖ן,,,, , ,בְּאֵרֹ֥ת בְּנֵי־יַעֲקָ֖ן,233
,,Deu 10:7,,,ארץ נחלי מים,,,,מים,נחל,אֶרֶץ,234
,,Deu 10:8,,,שבט הלוי,,,,,לֵוִי,שֶבֶט,235
,,Deu 10:8,,,ארון בית יהוה,,,,יְהֹוָה,בַּיִת,אֲרוֹן,236
,,Deu 10:13,,,מצות יהוה ,,,,,יְהֹוָה,מִצְוָה,237
,,Deu 10:14,,,ושמי השמים,,,,,שָמַיִם,שָמַיִם,238
,,Deu 10:16,,,ערלת לבבכם ,,,,,לֵבָב,עָרְלָה,239
,,Deu 10:17,,,אלהי האלהים,,,,,אֱלֹהִים,אֱלֹהִים,240
,,Deu 10:17,,,ואדני האדנים,,,,,אָדוֹן,אָדוֹן,241
,,Deu 10:18,,,מִשְׁפַּ֥ט יָתֹ֖ום וְאַלְמָנָ֑ה,,,,אַלְמָנָה,יָתוֹם,מִשְפָּט,242
,,Deu 10:19,,,בְּאֶ֥רֶץ מִצְרָֽיִם,,,,,מִצְרַיִם,אֶרֶץ,243
,,Deu 10:22,,,ככוכבי השמים,,,,,שָמַיִם,כּוֹכָב,244
,,Deu: 11:2  ,,,מוסר יהוה אלהיכם,,,,,יְהֹוָה,מוּסָר,245
,,Deu: 11:3,,,מלך מצרים,,,,,מִצְרַיִם,מֶלֶךְ,246
,,Deu: 11:4,,,לחיל מצרים,,,,,מִצְרַיִם,חַיִל,247
,,Deu: 11:4,,,מי ים סוף ,,,,סוּף,יָם,מַיִם,248
,,Deu: 11:6,,,בני אליאב,,,,,אֱלִיאָב,בֵּן,249
,,Deu: 11:6,,,בן ראובן,,,,,רְאוּבֵן,בֵּן,250
,,Deu: 11:7,,,כָּל־מַעֲשֵׂ֥ה יְהוָ֖ה,,,,,יְהֹוָה,מַעֲשֶה ,251
,,Deu: 11:9,,,זבת חלב ודבש,,,,דְּבָש,חָלָב  ,זָב,252
,,Deu: 11:10,,,כארץ מצרים,,,,,מִצְרַיִם,אֶרֶץ,253
,,Deu: 11:10,,,כגן הירק,,,,,יֶרֶק,גַּן,254
,,Deu: 11:11,,,ארץ הרים,,,,,הַר,אֶרֶץ,255
,,Deu: 11:11,,,למטר השמים,,,,,שָמַיִם,מָטָר,256
,,Deu: 11:12,,,עיני יהוה אלהיך,,,,,יְהֹוָה,עַיִן,257
,,Deu: 11:12,,,מרשית השנה,,,,,שָנָה,רֵאשִית,258
,,Deu: 11:12,,,אחרית שנה,,,,,שָנָה,אַחֲרִית,259
,,Deu: 11:14,,,מטר ארצכם,,,,,אֶרֶץ,מָטָר,260
,,Deu: 11:17,,,אף יהוה ,,,,,יְהֹוָה,אַף,261
,,Deu: 11:20,,,מזוזות ביתך ,,,,,בָּיִת,מְזוּזָה,262
,,Deu: 11:21,,,וימי בניכם,,,,,בֵּן ,יוֹם ,263
,,Deu: 11:21,,,כימי השמים,,,,,שָמַיִם,יוֹם ,264
,,Deu: 11:24,,,כף רגלכם,,,,,רֶגֶל,כַּף,265
,,Deu: 11:24,,,נהר פרת,,,,,פְּרָת,נָהָר,266
,,Deu: 11:27,,,מצות יהוה אלהיכם,,,,,יְהֹוָה,מִצְוָה,267
,,Deu: 11:28,,,מצות יהוה אלהיכם,,,,,יְהֹוָה,מִצְוָה,268
,,Deu: 11:29,,,הר גרזים,,,,,גְּרִזִּים,הַר ,269
,,Deu: 11:29,,,הר עיבל,,,,,עֵיבָל,הַר ,270
,,Deu: 11:30,,,בעבר הירדן ,,,,,יַרְדֵּן,עֵבֶר ,271
,,Deu: 11:30,,,דרך מבוא השמש ,,,,שֶמֶש ,מָבוֹא ,דֶּרֶךְ,272
,,Deu: 11:30,,,בארץ הכנעני,,,,,כְּנַעְנִי,אֶרֶץ,273
,,Deu: 11:30,,,אלוני מרה,,,,,מֹרֶה,אָלוֹן,274
,,Deu:12:1 ,,,אלהי אבתיך ,,,,,אָב,אֱלֹהִים,275
,,Deu:12:3 ,,,ופסילי אלהיהם,,,,,אֱלֹהִים,פָּסִיל,276
,,Deu:12:6,,,תרומת ידכם,,,,,יָד ,תְּרוּמָה ,277
,,Deu:12:6,,,ובכרת בקרכם וצאנכם,,,,צֹאן,בָּקָר,בְּכוֹר,278
,,Deu:12:7,,,בכל משלח ידכם,,,,,יָד ,מִשְלָח,279
,,Deu:12:11,,,ותרמת ידכם,,,,,יָד ,תְּרוּמָה ,280
,,Deu:12:11,,,וכל מבחר נדריכם,,,,,נֶדֶר,מִבְחָר,281
,,Deu:12:15,,,בכל אות נפשך,,,,,נֶפֶש,אַוָּה,282
