node_name,regen,rectum,regen/total
שֹפֵט,2,0,1.0
עֵת,6,0,1.0
שֶוַע,0,1,0.0
בֶּכִי,0,1,0.0
כוּש,0,1,0.0
יְמִינִי,0,1,0.0
צֹרֵר,1,2,0.3333333333333333
עוֹלֵל,0,1,0.0
יֹנֵק,0,1,0.0
דָּג,1,0,1.0
יֹדֵעַ,2,0,1.0
צְעָקָה,1,1,0.5
צִיּוֹן,0,6,0.0
שֹכֵחַ,2,0,1.0
עָנָו,1,2,0.3333333333333333
מַאֲרָב,1,0,1.0
חָצֵר,3,1,0.75
זַלְעָפָה,0,1,0.0
מְנַת,2,0,1.0
כּוֹס,1,1,0.5
חָלָק,0,1,0.0
שֹד,1,0,1.0
אֲנָקָה,2,0,1.0
אֶבְיוֹן,0,4,0.0
פֹּעֵל,1,1,0.5
אֹכֵל,2,0,1.0
שְבוּת,2,0,1.0
אֵלֶּה,0,1,0.0
אַדִּיר,1,0,1.0
חֶפֶץ,1,1,0.5
שִמְחָה,0,3,0.0
פָּרִיץ,0,1,0.0
צֵל,1,0,1.0
יֶשַע,1,6,0.14285714285714285
נָחָל,2,0,1.0
הָר,0,1,0.0
חֲשֵכָה,1,0,1.0
שָחָק,0,1,0.0
גָחָל,1,0,1.0
אֵש,1,4,0.2
אָפִיק,2,0,1.0
תֶּבֶל,0,3,0.0
בֹּר,1,0,1.0
קֶשֶת,1,2,0.3333333333333333
נְחוּשָה,0,1,0.0
טִיט,2,0,1.0
חוּץ,0,1,0.0
שֶמַע,1,1,0.5
עֵדוּת,2,4,0.3333333333333333
מַחְכִּים,1,0,1.0
פִּקּוּד,1,0,1.0
מְשַמֵּחַ,1,0,1.0
מֵאִיר,1,0,1.0
נֹפֶת,1,0,1.0
הִגָּיוֹן,1,0,1.0
גְּבוּרָה,3,0,1.0
קְרֹא,0,1,0.0
אֲרֶשֶת,1,0,1.0
פָּז,0,1,0.0
עֶלְיוֹן,0,5,0.0
תַּנּוּר,1,0,1.0
אַיֶּלֶה,1,0,1.0
שָחָר,0,1,0.0
שְאָגָה,0,1,0.0
תְּהִלָּה,2,2,0.5
חֶרְפָּה,5,0,1.0
בָּזוּי,1,0,1.0
שַד,1,0,1.0
אַבִּיר,4,3,0.5714285714285714
מֵרֵעַ,0,1,0.0
עֱנוּת,1,0,1.0
מִשְפָּחָה,1,0,1.0
דֶּשֶן,2,0,1.0
נָוָה,5,0,1.0
דֵּשֵא,0,1,0.0
מְנוּחָה,0,1,0.0
גַּיְא,1,0,1.0
צַלְמָוֶת,0,2,0.0
דֹּרֵש,3,1,0.75
גִּבּוֹר,1,1,0.5
חֶטְא,1,0,1.0
אָרְחָה,1,0,1.0
נֶצֶר,2,0,1.0
סוֹד,4,0,1.0
מֵתִים,1,0,1.0
מֵרַע,0,1,0.0
קול,1,0,1.0
תּוֹדָה,0,3,0.0
מִשְכָּן,3,2,0.6
מָעוֹז,3,2,0.6
תְּרוּעָה,0,3,0.0
צַר,0,3,0.0
תַּחְנוּנִים,0,1,0.0
דְּבִיר,1,0,1.0
דֹּבֵר,1,0,1.0
רֹעַ,1,0,1.0
פְּעוּלָה,1,0,1.0
תַּחְנוּן,0,1,0.0
אֶרֶז,2,0,1.0
לְבָנוֹן,0,1,0.0
לְהָבָה,1,0,1.0
מְדבר,1,0,1.0
שִיר,6,1,0.8571428571428571
חֲנֻכָּה,0,1,0.0
מְצוּדָה,0,1,0.0
הֶבֶל,1,0,1.0
שַוְא,0,1,0.0
דִּבָּה,1,0,1.0
רֶכֶס,1,0,1.0
מָצוֹר,0,1,0.0
תַּחֲנוּן,0,1,0.0
נָשוּי,1,0,1.0
כְּסוּי,1,0,1.0
חֲטָאָה,0,1,0.0
חֵרָבוֹן,1,0,1.0
קַיִץ,0,1,0.0
חַטָּאת,0,1,0.0
מַיִּם,0,1,0.0
רֹן,1,0,1.0
פַּלֵּט,0,1,0.0
מָכוֹן,2,0,1.0
שֶבֶת,0,2,0.0
כֹּח,0,1,0.0
פַּנֶה,1,0,1.0
נִשְבָּר,1,0,1.0
דַּכָּא,1,0,1.0
חֹשֵב,1,0,1.0
שַחַת,1,1,0.5
רֶשֶת,0,1,0.0
לָבוּש,1,0,1.0
שַק,0,1,0.0
אָבֵל,1,0,1.0
חָנֵף,2,0,1.0
לַעַג,1,1,0.5
מָעוֹג,0,1,0.0
רֶגַע,1,0,1.0
נְאֻם,1,0,1.0
עֶדֶן,0,1,0.0
עַוְלָה,0,3,0.0
דֶּשֶא,0,1,0.0
מִשְאָלָה,1,0,1.0
מַצְלִיחַ,1,0,1.0
מְזִימָה,0,1,0.0
קֹוֶה,1,0,1.0
הָמוֹן,2,0,1.0
תַּמִּים,0,1,0.0
רֵעָבוֹן,0,1,0.0
יָׁקָר,1,0,1.0
הַכָּרָה,1,0,1.0
תְּשוּעָה,2,1,0.6666666666666666
נְהָמָה,1,0,1.0
מְשַלֵּם,1,0,1.0
מִדָּה,1,0,1.0
תִּגְרָה,1,0,1.0
שָאוֹן,3,1,0.75
יָוֵן,1,1,0.5
שֹטֶה,1,0,1.0
מְגִלָּה,1,0,1.0
,1,0,1.0
תְּשוּעָה,0,1,0.0
דְּוַי,0,1,0.0
קֹרַח,0,1,0.0
רִנָּה,0,1,0.0
יַרְדֵן,0,1,0.0
מִצְעָר,0,1,0.0
צִנּוֹר,0,1,0.0
סֶלַע,0,2,0.0
לַחַץ,1,0,1.0
גִּיל,1,1,0.5
כִּנּוֹר,1,0,1.0
מָנוֹד,1,0,1.0
בֹּשֶת,1,0,1.0
תַּן,0,1,0.0
תַּעֲלוּמָה,1,0,1.0
טִבְחָה,0,1,0.0
יְדִידוּת,0,1,0.0
עֲנָוָה,1,0,1.0
מַלְכוּת,1,2,0.3333333333333333
שָשוֹן,2,1,0.6666666666666666
אוֹפִיר,0,1,0.0
צֹר,1,1,0.5
מִשְבֶּצֶת,1,0,1.0
גָּאוֹן,1,0,1.0
מֶלֶך,1,0,1.0
אַבְרָהָם,0,1,0.0
נוֹף,0,1,0.0
מָשוֹש,1,0,1.0
יְרֵכָה,2,0,1.0
קָדִים,0,1,0.0
תַּרְשִיש,0,2,0.0
חֶלֶד,0,1,0.0
הָגוּת,1,0,1.0
עָקֵב,1,1,0.5
עֹשֶר,0,1,0.0
פִּדְיוֹן,1,0,1.0
מִכְלָל,1,0,1.0
יֹפִי,0,1,0.0
כֹּרֵת,1,0,1.0
חַיָּה,3,0,1.0
יָעָר,0,2,0.0
זִיז,1,0,1.0
שָדַי,0,1,0.0
עַתּוּד,0,1,0.0
חוֹמָה,1,0,1.0
יְרוּשָלַיִם,0,4,0.0
אֱחִימֶלֶךְ,0,1,0.0
בֶּלַע,0,1,0.0
עֹשְר,0,1,0.0
בַּית,1,0,1.0
טוב,0,1,0.0
חֹנֵךְ,0,1,0.0
סֹמֵךְ,1,0,1.0
עָקָה,1,0,1.0
מַחְמָאָה,1,0,1.0
קְרָב,1,1,0.5
בְּאֵר,1,0,1.0
יוֹנָה,1,1,0.5
אֵלֶם,1,1,0.5
מִלְתָּעָה,1,0,1.0
כְּפִיר,0,1,0.0
נֵפֶל,1,0,1.0
חַטָּאת,1,0,1.0
שוּשַן,1,0,1.0
גַּיְא,1,0,1.0
תַּרְעֵלָה,0,1,0.0
עֵמֶק,1,1,0.5
סִיר,1,0,1.0
רַחַץ,0,1,0.0
צִיָּה,0,1,0.0
רְנָנָה,0,1,0.0
תַּחְתִּי,1,0,1.0
מְנָת,1,0,1.0
שוּעָל,0,1,0.0
פָּחָד,1,0,1.0
רִגְשָה,2,0,1.0
גַּל,0,1,0.0
בֹּקֶר,0,1,0.0
עֶרֶב,0,2,0.0
טוֹבָה,0,1,0.0
מִפְעָלָה,1,0,1.0
עֹלָה,1,0,1.0
מֹחַ,0,1,0.0
קְטֹרֶת,1,0,1.0
אַיִל,0,1,0.0
גֶּשֶם,1,0,1.0
גַּבְנֹן,0,1,0.0
רֶכֶב,1,0,1.0
שֵעָר,0,1,0.0
מְצוּלָה,1,1,0.5
זְבֻלּוּן,0,1,0.0
נַפְתָּלִי,0,1,0.0
קָנֶה,0,1,0.0
רַץ,1,0,1.0
שָמַיִּם,2,1,0.6666666666666666
מַעֲמָקִים,2,0,1.0
קִנְאָה,1,0,1.0
חֹרֶף,0,1,0.0
נְגִינָה,2,0,1.0
שֹתֶה,0,1,0.0
שֵכָר,0,1,0.0
שִבֹּלֶת,1,0,1.0
מַכְאוֹב,1,0,1.0
חָפֵץ,1,0,1.0
מְעַוֵּל,0,1,0.0
חֹמֵץ,0,1,0.0
מֵעֶה,1,0,1.0
זִקְנָה,0,1,0.0
שֹטֵן,1,1,0.5
תְּהוֹם,2,0,1.0
נֵבֶל,1,1,0.5
שְבָא,0,2,0.0
פִּסָּה,1,0,1.0
יִשַּי,0,1,0.0
עָמָל,2,0,1.0
אֱנוֹש,0,2,0.0
מָלֵא,0,1,0.0
שָלֵו,1,0,1.0
מִקְדָּש,1,0,1.0
קִרְבָה,1,0,1.0
מַרְעִית,0,1,0.0
מַשּוּאָה,1,0,1.0
נֶצַח,0,1,0.0
סְבֹךְ,1,0,1.0
תַּנִּין,0,1,0.0
לִוְיָתָן,0,1,0.0
אֵיתָן,0,1,0.0
מַחְשָךְ,1,0,1.0
קָם,0,1,0.0
טֶרֶף,0,1,0.0
שְאֵרִית,1,0,1.0
נָגִיד,0,1,0.0
שְמֻרָּה,1,0,1.0
יָה,0,2,0.0
רַעַם,0,1,0.0
אַהֲרֹן,0,4,0.0
נֶשֶק,2,1,0.6666666666666666
רוֹם,0,1,0.0
צֹעַן,0,1,0.0
דֶּלֶת,2,0,1.0
מִשְלָחָת,2,0,1.0
אֹהֵל,5,0,1.0
חָם,0,1,0.0
שֵבֶט,5,0,1.0
בַּקָּשָה,1,0,1.0
שִלֹּה,0,1,0.0
מִכְלָאָה,1,0,1.0
תְּבוּנָה,1,0,1.0
נְבָלָה,1,0,1.0
נְקָמָה,2,0,1.0
אָסִיר,2,1,0.6666666666666666
גֹּדֶל,1,0,1.0
תְּמוּתָה,0,1,0.0
תְּפִלָּה,1,0,1.0
גְּעָָרָה,1,0,1.0
רָעָם,0,1,0.0
שְרִירוּת,1,0,1.0
חֵלֶב,1,0,1.0
אֱדוֹם,0,2,0.0
צוֹר,0,1,0.0
קִישוֹן,0,1,0.0
בָּכָא,0,1,0.0
מָשִיחַ,0,2,0.0
פַּעַם,0,1,0.0
עָרִיץ,0,1,0.0
אָרֵךְ,1,0,1.0
שֹכֵב,1,0,1.0
קֶבֶר,0,1,0.0
נְשִיָּה,0,1,0.0
גֵּאוֹת,1,0,1.0
עֲלוּמִים,0,1,0.0
גָּאוּל,1,0,1.0
יְשִימוֹן,1,0,1.0
נְחֹשֶת,0,1,0.0
בְּרִיחַ,2,0,1.0
מְלָאכָה,0,1,0.0
מָחוֹז,1,0,1.0
מוֹשב,1,0,1.0
אֲגַם,1,0,1.0
יָגוֹן,0,1,0.0
מִבְצָר,0,1,0.0
חַטַּאת,1,0,1.0
מַטֶּה,1,0,1.0
טַל,2,0,1.0
יַלְדּוּת,0,1,0.0
כֹּחַ,1,0,1.0
יְּהֹוָה,0,2,0.0
דוּמָה,0,1,0.0
מֵצַר,1,0,1.0
קוֹץ,0,1,0.0
יָמִיו,1,0,1.0
תָמִים,1,0,1.0
נֹצֵר,1,0,1.0
צֵדֶק,0,1,0.0
פִּקּוּדִים,1,2,0.3333333333333333
מָגוֹר,0,1,0.0
חֲצוֹת,1,0,1.0
דַעַת,0,1,0.0
כֹּל,0,2,0.0
פֵּתַח,1,0,1.0
עֹשֵק,1,0,1.0
רֹדֵף,1,0,1.0
זִמָּה,0,1,0.0
מִשְפָּט,1,0,1.0
קֵדָר,0,1,0.0
מַעֲלָה,0,1,0.0
שִפְחָה,0,1,0.0
גְּבִירָה,0,1,0.0
שַאֲנָן,0,1,0.0
פַּח,1,0,1.0
יֹקֵש,0,1,0.0
גּוֹרָל,1,0,1.0
צַדִיק,0,1,0.0
פֹעֵל,1,0,1.0
מֶשֶךְ,1,0,1.0
מַשְכִּים,1,0,1.0
קוּם,0,1,0.0
אֵחֵר,1,0,1.0
שֶתֶל,1,0,1.0
עֲבֹת,1,0,1.0
חָצִיר,1,0,1.0
קַדְמָה,1,0,1.0
שֶלֶף,0,1,0.0
בַּיִּת,0,1,0.0
יָצוּעַ,0,1,0.0
יַעֲקֹׁב,0,1,0.0
הֲדֹם,1,0,1.0
בְכוֹר,1,0,1.0
עָצָב,1,0,1.0
בַּיִת,1,0,1.0
נִפְלָא,0,2,0.0
רֵקָע,1,0,1.0
גֹזֵר,2,0,1.0
מוֹלִיךְ,1,0,1.0
בָּבֶל,0,2,0.0
שַחַר,0,1,0.0
תַּחְתִּית,1,0,1.0
תַּכְלִית,1,0,1.0
עֹצֶב,0,1,0.0
עַכְשוּב,0,1,0.0
מַאֲוַי,1,0,1.0
מֵסֵב,0,1,0.0
מַשְאֵת,1,0,1.0
מִנְחָה,1,0,1.0
עָשוֹר,0,1,0.0
זָוִית,1,0,1.0
מְחֻטָּב,0,1,0.0
הוֹד,0,1,0.0
עֱזוּז,1,0,1.0
נוֹרָא,0,1,0.0
קֹדֵש,0,1,0.0
בֹּנֶה,1,0,1.0
נִדָּח,1,0,1.0
שָבוּר,1,0,1.0
כֹּח,0,1,0.0
סוּס,0,1,0.0
שוֹק,1,0,1.0
סְעָרָה,0,1,0.0
רוֹמֵם,1,0,1.0
כֶּבֶל,1,0,1.0
רָקִיעַ,1,0,1.0
תֵּקַע,1,0,1.0
שוֹפָר,0,1,0.0
צֶלְצְלִים,2,0,1.0
