best_loss,epoch,ari,nmi,jaccard,dasgupta,num_adjs,epochs,hidden_dim,latent_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
14882.234375,497,-0.0470498219873279,0.006882859382470203,0.10303799036094152,0.7852499960356897,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram,3807
14457.51953125,485,-0.012133030527863686,0.007520794086715179,0.3829362630483271,0.784801496397231,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,3807
20613.486328125,498,0.013793972705968511,0.026544629988379444,0.380698373737373,0.7843034958890333,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,3807
14783.5966796875,497,-0.05918396123934978,0.011922433521760192,0.10339827100865673,0.7837214526953997,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram,3807
12766.615234375,485,0.002386516847429943,0.017837567419472893,0.40876947430110355,0.7835574470665394,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,3807
13180.6865234375,494,-0.04602966465167778,0.006571229557187018,0.10140333166903688,0.7816154898690892,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram,3807
21321.5859375,494,-0.05444138152931422,0.010034975041474221,0.09520941759250567,0.7812366178276258,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,3807
19794.349609375,477,-0.03697133320666202,0.004189297769454621,0.08832893222415492,0.778832289868878,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,3807
15463.5107421875,497,-0.04391745619506676,0.005956046080943416,0.09813425600383022,0.7784487941198017,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,3807
21503.599609375,494,-0.05342197786794314,0.00965999966373935,0.09357188932265337,0.7779486177491979,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,3807
13097.79296875,497,-0.04804660671273099,0.0071969654128776215,0.10467273020123419,0.7773562392091353,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & BOW-n_gram,3807
6477.822265625,499,-0.0679330501955655,0.016604207895393384,0.15048024984595235,0.7751134690340409,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,3807
13037.1884765625,494,-0.04602966465167778,0.006571229557187018,0.10140333166903688,0.7749769336680576,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & trigram,3807
18912.73046875,494,-0.04997176129560775,0.007832027341914074,0.10794245507211019,0.7727847522939051,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram,3807
18685.6875,494,-0.0600646708143498,0.01230184620172552,0.10503628713543206,0.7693338345178199,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,3807
6357.8564453125,496,-0.04692389196434727,0.0082765207682255,0.18929751617462562,0.7692114422574764,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & BOW-n_gram,3807
20377.62890625,494,-0.05921640354158493,0.013370597861156377,0.180570906052087,0.7668936048293712,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,3807
13669.138671875,497,-0.011463575969840125,0.013973685563106245,0.45490605048701604,0.7647794825190378,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram,3807
20399.107421875,492,-0.07859808159471242,0.024530078331616374,0.15749911020775545,0.764682656641966,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,3807
6414.341796875,496,-0.06403751861596518,0.015208156404221825,0.16800449395977754,0.7490411977528673,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,3807
6543.59375,499,-0.06745192339674844,0.01625527120057352,0.14884304892657838,0.7475001432037423,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram,3807
20033.322265625,487,-0.04237686073667428,0.013780330184456057,0.5661419891218646,0.7456188381708622,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,3807
21723.91015625,492,-0.0801067110425713,0.026443683393260423,0.1657051282465887,0.7344153226418186,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,3807
20038.95703125,487,-0.04624179153029607,0.01411972630362452,0.5795715230133681,0.7342396217525257,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,3807
14991.2060546875,485,-0.0808637927327711,0.027592564656314544,0.1706299548078309,0.7342205829564722,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,3807
21870.85546875,492,-0.0801067110425713,0.026443683393260423,0.1657051282465887,0.7308376608805778,1,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,3807
21741.927734375,492,-0.0801067110425713,0.026443683393260423,0.6596600289791841,0.7304993142764282,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,3807
15004.5537109375,485,-0.0808637927327711,0.027592564656314544,0.1706299548078309,0.7301971413847801,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,3807
14949.09375,485,-0.0808637927327711,0.027592564656314544,0.1706299548078309,0.7293632421176397,2,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,3807
21719.990234375,492,-0.03505216161466909,0.011182026156272689,0.552508191885994,0.728920454117997,2,500,500,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,3807
22624.25,491,-0.08801679839312798,0.03414739599230866,0.16125792935611083,0.7218984021678891,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,3807
11157.701171875,499,-0.03472193162834577,0.013633540681550638,0.31094945535411406,0.7185660688929367,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,3807
15863.6455078125,498,-0.0464213598155647,0.01603495126749862,0.27424306668917636,0.7172205699775606,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,3807
20027.720703125,487,-0.04224474360008463,0.012748612879172175,0.5720874206532971,0.7171593738473887,2,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
11166.5400390625,499,-0.03839323739318745,0.011065668737265198,0.2776880401094735,0.7142641169332631,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,3807
11160.400390625,499,-0.042100994586533276,0.016479119556143264,0.29464316244740224,0.711700135070467,2,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,3807
18837.212890625,495,-0.0254767283948561,0.002801921526622197,0.2236999170323259,0.7096640718239526,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
15112.34375,485,-0.04759486517278359,0.010617972471556098,0.22287447917244804,0.7089947221512742,1,500,500,100,cosine,0.001,0.99,dicta-il/BEREL,starr,3807
15862.8515625,498,0.14183091563328273,0.07486126480815088,0.21201068110993232,0.708701796674852,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,3807
18932.119140625,495,-0.07230475132116865,0.02048179040586753,0.6584892647980428,0.7068512256984583,1,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,3807
11206.3642578125,499,-0.04971492927607848,0.013486534320131773,0.598852437638555,0.7068422502660331,1,500,500,100,cosine,0.001,0.99,dicta-il/dictabert,starr,3807
20142.07421875,487,-0.05530018826735712,0.019948582057117845,0.5825990864888758,0.7062955648364988,1,500,300,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,starr,3807
18835.3515625,494,-0.0698487915124414,0.018722463256233682,0.10047679177698667,0.7043897813515501,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,trigram & starr,3807
11541.033203125,477,-0.0501877048224915,0.014578494408928286,0.2472698094761711,0.704168115368928,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,trigram & starr,3807
6556.1435546875,499,-0.08778597196997809,0.0337426529412842,0.6637061239029727,0.7033935083523539,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,3807
11547.974609375,477,-0.059601762536963906,0.01842241127187326,0.2289791407119291,0.699875682807281,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,BOW-n_gram & starr,3807
18849.8671875,499,-0.03349652145041783,0.0036254070211903223,0.1709149835079145,0.6979348135410337,2,500,500,100,cosine,0.001,0.99,yonatanlou/alephbert-base-finetuned-DSS-maskedLM,tfidf & starr,3807
11570.427734375,477,-0.04908617710443493,0.012420140442856678,0.23425558934210444,0.697859746288023,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,starr,3807
6554.78662109375,499,-0.08778597196997809,0.0337426529412842,0.6637061239029727,0.6977172273004231,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
15932.6416015625,498,-0.0007958357525185668,0.027149825829773783,0.4152889430635596,0.6971147853967323,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,starr,3807
11531.375,477,-0.042357091870680735,0.013519809616250007,0.2767811414156998,0.6902852972695649,2,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf & starr,3807
22625.34375,491,-0.04470013728347178,0.006470193594418912,0.15888399569155834,0.6881078029666536,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,3807
15855.1259765625,498,0.0396103742876579,0.03933877437073228,0.33412306419846405,0.686890135967636,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,3807
6557.8720703125,499,-0.022240369434137,0.002232964393037794,0.231143861224715,0.6859985763467339,2,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,3807
22652.16796875,491,-0.05924135257564025,0.017500813590282906,0.6120494964483867,0.6859958565187263,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,3807
13999.28125,494,-0.04408864011235241,0.006856156982238023,0.17954038486632287,0.6856118168040484,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,3807
13196.212890625,499,-0.034010486441415966,0.00349679311155909,0.15353856752156064,0.6840381243188318,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,3807
13290.958984375,499,-0.03879973792776295,0.0053512536080602205,0.1855179094431916,0.6832115685873119,1,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,3807
13198.810546875,499,-0.036585551078096676,0.004556818703790633,0.17902674236101548,0.6812092312080923,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
22638.2734375,491,-0.02509446141542719,0.002115398435268631,0.18608406640680283,0.6786942062494337,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,3807
13180.033203125,499,-0.034757591746883476,0.003685248417868661,0.15516297732404913,0.678399648876207,2,500,500,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr,3807
14007.87890625,497,-0.03414382775970387,0.0038058832510479055,0.1725371427490172,0.6751731169107515,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
13996.9453125,494,-0.04303569254669818,0.006400169721280752,0.1762888108106456,0.6738140188553371,2,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & starr,3807
14122.369140625,497,-0.03349652145041783,0.0036254070211903223,0.1709149835079145,0.6713580141644442,1,500,300,100,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,starr,3807
6878.9541015625,488,-0.03879973792776295,0.0053512536080602205,0.1855179094431916,0.6694943880136138,1,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,3807
6833.703125,488,-0.04508680877123139,0.007321110333454882,0.18279235730250384,0.6670479027207475,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,tfidf & starr,3807
6834.2841796875,488,-0.04408864011235241,0.006856156982238023,0.17954038486632287,0.6651875403635263,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,trigram & starr,3807
6833.64990234375,488,-0.04556575455078705,0.0075568368543922045,0.18441849437791746,0.6637057780649677,2,500,300,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,BOW-n_gram & starr,3807
6580.96728515625,499,-0.02132989702593066,0.0019924339585312457,0.2279247330667069,0.6632102254019769,1,500,500,100,cosine,0.001,0.99,yonatanlou/dictabert-finetuned-DSS-maskedLM,starr,3807
