epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,num_adjs,epochs,hidden_dim,latent_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
82,0.39744651317596436,0.8571428656578064,1.4785362482070923,0.6226415038108826,1.0533337593078613,0.7097792029380798,0.7097791798107256,0.7097791798107256,0.7097791798107257,0.5757488321218971,0.570257927974057,0.5531600842335868,0.6589361298834054,0.7097791798107256,0.6673931728609367,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf,9391
62,0.5626643896102905,0.8260073065757751,1.7979398965835571,0.5188679099082947,1.5158848762512207,0.5709779262542725,0.5709779179810726,0.5709779179810726,0.5709779179810726,0.30943990486405343,0.34862839144129465,0.3109928110969282,0.45362512956088075,0.5709779179810726,0.4920709159897039,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram,9391
60,0.6495534181594849,0.8131868243217468,2.133718252182007,0.40566039085388184,1.5806090831756592,0.5804416537284851,0.580441640378549,0.580441640378549,0.580441640378549,0.3448312254194607,0.3539295390392165,0.3292704954184083,0.49051054510323383,0.580441640378549,0.5129871138163346,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram,9391
44,1.5766093730926514,0.5769230723381042,2.8885765075683594,0.18867924809455872,2.312532424926758,0.3627760112285614,0.3627760252365931,0.3627760252365931,0.3627760252365931,0.16066238536921648,0.15931272932563256,0.13978635365400494,0.2824793493309557,0.3627760252365931,0.28227156127737185,1,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,starr,9391
81,0.36431828141212463,0.8626373410224915,1.490423560142517,0.6037735939025879,1.122244954109192,0.6782334446907043,0.6782334384858044,0.6782334384858044,0.6782334384858044,0.5385110619930354,0.5241398873527906,0.5128739012060114,0.6347169669192128,0.6782334384858044,0.6399380877650475,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram,9391
75,0.40250125527381897,0.860805869102478,1.5877459049224854,0.5566037893295288,1.1252429485321045,0.6782334446907043,0.6782334384858044,0.6782334384858044,0.6782334384858044,0.516736980462787,0.5099611537805085,0.49447365516625474,0.6247679526414135,0.6782334384858044,0.6353312549677307,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & BOW-n_gram,9391
74,0.5966784358024597,0.83699631690979,1.9428521394729614,0.4433962404727936,1.3734934329986572,0.6340693831443787,0.6340694006309149,0.6340694006309149,0.6340694006309149,0.43572116288740337,0.439153963360415,0.4197908280070136,0.5533511360187279,0.6340694006309149,0.5749068523082652,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,tfidf & starr,9391
66,0.48193079233169556,0.83699631690979,1.7838976383209229,0.5188679099082947,1.4217766523361206,0.5835962295532227,0.583596214511041,0.583596214511041,0.583596214511041,0.35222286926466495,0.37202041303976785,0.34580259371389305,0.4912345094659702,0.583596214511041,0.5203453002932373,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & BOW-n_gram,9391
61,0.824987530708313,0.7875458002090454,2.201256275177002,0.3962264060974121,1.7319363355636597,0.5299684405326843,0.5299684542586751,0.5299684542586751,0.5299684542586751,0.29182281848948516,0.31896064556709713,0.2895822519948296,0.4252511206769882,0.5299684542586751,0.45737611004550666,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,trigram & starr,9391
53,1.0709266662597656,0.7124541997909546,2.4460999965667725,0.3113207519054413,1.824960470199585,0.4637224078178406,0.4637223974763407,0.4637223974763407,0.4637223974763407,0.20138901533804082,0.23709923051858534,0.2089044921478618,0.35195029351098,0.4637223974763407,0.3885258818867221,2,500,300,100,cosine,0.001,0.99,dicta-il/BEREL,BOW-n_gram & starr,9391
79,0.3452956974506378,0.8626373410224915,1.4087828397750854,0.5849056839942932,1.060365080833435,0.7066246271133423,0.7066246056782335,0.7066246056782335,0.7066246056782335,0.5978106123895597,0.5845785597914629,0.5750886965848142,0.6620886589382355,0.7066246056782335,0.6706018825881732,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf,9391
53,0.567747950553894,0.831501841545105,1.8510053157806396,0.5,1.54342782497406,0.5709779262542725,0.5709779179810726,0.5709779179810726,0.5709779179810726,0.36161595087910875,0.3812894909152974,0.35218320290601085,0.48438902612072127,0.5709779179810726,0.5077922929284868,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram,9391
43,0.8499695062637329,0.7692307829856873,2.2629036903381348,0.40566039085388184,1.7184442281723022,0.5425867438316345,0.5425867507886435,0.5425867507886435,0.5425867507886435,0.25494704064704066,0.2868167832167832,0.25763116202165437,0.4053785601813993,0.5425867507886435,0.44931501722887435,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram,9391
33,1.6975147724151611,0.5329670310020447,2.9303486347198486,0.19811320304870605,2.416748046875,0.35331231355667114,0.35331230283911674,0.35331230283911674,0.35331230283911674,0.1761380810413834,0.15937810719746204,0.145547039340846,0.28559592588303606,0.35331230283911674,0.27990516767500456,1,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,starr,9391
66,0.3922668993473053,0.8681318759918213,1.4841268062591553,0.6320754885673523,1.111828327178955,0.6750788688659668,0.6750788643533123,0.6750788643533123,0.6750788643533123,0.5588731176231175,0.5416211950534531,0.5251776255946848,0.6454508315904216,0.6750788643533123,0.6413019386738523,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram,9391
67,0.3919422924518585,0.8644688725471497,1.5698764324188232,0.5283018946647644,1.144286870956421,0.6687697172164917,0.668769716088328,0.668769716088328,0.668769716088328,0.5420983504512917,0.5304347499573306,0.516707252215257,0.620582933488853,0.668769716088328,0.6272390439213372,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & BOW-n_gram,9391
60,0.6203506588935852,0.8241758346557617,1.9765405654907227,0.4716981053352356,1.4271283149719238,0.6214510798454285,0.6214511041009464,0.6214511041009464,0.6214511041009464,0.4399706947106327,0.4465748831813348,0.42764249920628156,0.548950447963789,0.6214511041009464,0.567595183319863,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & starr,9391
59,0.4689332842826843,0.8388278484344482,1.8452092409133911,0.5471698045730591,1.4553214311599731,0.5930599570274353,0.5930599369085173,0.5930599369085173,0.5930599369085173,0.3893891187838556,0.39916241369144595,0.373961499848862,0.5198793563887908,0.5930599369085173,0.5373982454516708,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & BOW-n_gram,9391
46,0.951019287109375,0.7527472376823425,2.2917423248291016,0.4433962404727936,1.8188626766204834,0.49211356043815613,0.4921135646687697,0.4921135646687697,0.4921135646687697,0.253137280371539,0.2753228544454351,0.2498472745892101,0.38285605720546345,0.4921135646687697,0.41623209225224084,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,trigram & starr,9391
44,1.0823003053665161,0.6941391825675964,2.5473110675811768,0.37735849618911743,1.926785945892334,0.460567831993103,0.4605678233438486,0.4605678233438486,0.4605678233438486,0.20926491684076823,0.2291687356848647,0.20643175226631097,0.35708211682271906,0.4605678233438486,0.38655370461840216,2,500,300,100,cosine,0.001,0.99,onlplab/alephbert-base,BOW-n_gram & starr,9391
93,0.3564666211605072,0.8681318759918213,1.3446396589279175,0.5849056839942932,1.045395851135254,0.6940063238143921,0.694006309148265,0.694006309148265,0.694006309148265,0.5533503843397825,0.5612869772998804,0.5423300113996709,0.6327270742131494,0.694006309148265,0.6487935159433387,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,tfidf,9391
68,0.4939460754394531,0.8388278484344482,1.7561404705047607,0.5471698045730591,1.5020779371261597,0.5867508053779602,0.5867507886435331,0.5867507886435331,0.5867507886435331,0.412347735683649,0.4206599698986796,0.3954072323396013,0.5361248279169532,0.5867507886435331,0.5423459894817199,1,500,300,100,cosine,0.001,0.99,dicta-il/dictabert,trigram,9391
