epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,num_adjs,epochs,hidden_dim,distance,learning_rate,threshold,bert_model,adj_type,num_edges
161,0.0547674223780632,0.9741518497467041,0.13623690605163574,0.95652174949646,0.15392155945301056,0.9710982441902161,0.9710982658959537,0.9710982658959537,0.9710982658959537,0.9373219373219372,0.944506936632921,0.939371056080688,0.9732226668642854,0.9710982658959537,0.9713535446035573,1,500,300,cosine,0.001,0.99,dicta-il/BEREL,tfidf,7415
128,0.15226028859615326,0.9450727105140686,0.22227497398853302,0.9420289993286133,0.20006516575813293,0.9653179049491882,0.9653179190751445,0.9653179190751445,0.9653179190751445,0.9420450350682908,0.926298275215598,0.9338157642089094,0.9656763901958147,0.9653179190751445,0.965266933153086,4,500,300,cosine,0.001,0.99,onlplab/alephbert-base,tfidf & trigram & topic_modeling_lda & topic_modeling_nmf,7415
157,0.1534050703048706,0.9434571862220764,0.2424410730600357,0.9420289993286133,0.18158075213432312,0.9653179049491882,0.9653179190751445,0.9653179190751445,0.9653179190751445,0.951213123793769,0.9051134233220847,0.9263598485388368,0.9647016356134387,0.9653179190751445,0.9644596948076402,4,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & trigram & topic_modeling_lda & topic_modeling_nmf,7415
237,0.04070049524307251,0.987075924873352,0.10385894030332565,0.95652174949646,0.17200414836406708,0.9653179049491882,0.9653179190751445,0.9653179190751445,0.9653179190751445,0.9325185185185184,0.920697412823397,0.9238191002896885,0.9668310854206806,0.9653179190751445,0.965016924214476,1,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf,7415
127,0.05153254419565201,0.9806138873100281,0.15109585225582123,0.9710144996643066,0.2049630880355835,0.9595375657081604,0.9595375722543352,0.9595375722543352,0.9595375722543352,0.9244890051341664,0.9180727409073866,0.9179232531042683,0.9623399737608204,0.9595375722543352,0.9595227328806709,1,500,300,cosine,0.001,0.99,onlplab/alephbert-base,tfidf,7415
153,0.04305962845683098,0.9822294116020203,0.14423365890979767,0.95652174949646,0.2083636224269867,0.9537572264671326,0.953757225433526,0.953757225433526,0.953757225433526,0.9193185913185914,0.8942632170978628,0.9012422360248448,0.9559014358551932,0.953757225433526,0.9529326583611577,1,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-composition-classification,tfidf,7415
188,0.15495026111602783,0.9450727105140686,0.2528563439846039,0.9130434989929199,0.26354730129241943,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9106912144702842,0.87605455568054,0.891826923076923,0.9464981852399517,0.9479768786127167,0.9468235882614495,4,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & starr & topic_modeling_lda & topic_modeling_nmf,7415
203,0.12268292158842087,0.9483036994934082,0.14989949762821198,0.95652174949646,0.2429574579000473,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9616228070175438,0.8336848518935133,0.8780011655011655,0.9498022512929724,0.9479768786127167,0.9437810744169125,4,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,tfidf & trigram & BOW-n_gram & topic_modeling_lda,7415
111,0.04234683886170387,0.9903069734573364,0.16945308446884155,0.9420289993286133,0.22584564983844757,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9235431235431236,0.8548697037870266,0.8819465229971066,0.9468571890537208,0.9479768786127167,0.9455451882635256,3,500,300,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram & BOW-n_gram,7415
125,0.171662375330925,0.9353796243667603,0.26115602254867554,0.9275362491607666,0.20963819324970245,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9616228070175438,0.8336848518935133,0.8780011655011655,0.9498022512929724,0.9479768786127167,0.9437810744169125,4,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-maskedLM,trigram & BOW-n_gram & topic_modeling_lda & topic_modeling_nmf,7415
213,0.11451148241758347,0.9499192237854004,0.14051683247089386,0.95652174949646,0.24610796570777893,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9616228070175438,0.8336848518935133,0.8780011655011655,0.9498022512929724,0.9479768786127167,0.9437810744169125,4,500,300,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram & BOW-n_gram & topic_modeling_lda,7415
114,0.16959939897060394,0.9418416619300842,0.2548283338546753,0.9420289993286133,0.1873134821653366,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9689883913764511,0.8470777090363705,0.8945366026664088,0.9500071894860955,0.9479768786127167,0.9451600882385583,4,500,300,cosine,0.001,0.99,dicta-il/BEREL,tfidf & trigram & topic_modeling_lda & topic_modeling_nmf,7415
91,0.1510947197675705,0.9483036994934082,0.21127335727214813,0.9420289993286133,0.19273830950260162,0.9479768872261047,0.9479768786127167,0.9479768786127167,0.9479768786127167,0.9305661577608143,0.8548697037870266,0.8854974160206718,0.9467237347217933,0.9479768786127167,0.9454451763229824,4,500,300,cosine,0.001,0.99,yonatanlou/BEREL-finetuned-DSS-composition-classification,tfidf & trigram & topic_modeling_lda & topic_modeling_nmf,7415
