model,accuracy,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,vectorizer
LinearSVC,0.994475138121547,0.994475138121547,0.994475138121547,0.994475138121547,0.9969135802469136,0.975,0.9856314995633881,0.9945092422072165,0.994475138121547,0.9944128589767711,dicta-il/MsBERT
KNeighborsClassifier,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9908536585365854,0.925,0.9548440748440747,0.9837286080043122,0.9834254143646409,0.9828299697912958,dicta-il/dictabert
MLPClassifier,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9908536585365854,0.925,0.9548440748440747,0.9837286080043122,0.9834254143646409,0.9828299697912958,dicta-il/dictabert
LinearSVC,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9908536585365854,0.925,0.9548440748440747,0.9837286080043122,0.9834254143646409,0.9828299697912958,dicta-il/BEREL
KNeighborsClassifier,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9834254143646409,0.9675113710201428,0.9468944099378882,0.9568944986901643,0.9832028403318506,0.9834254143646409,0.9832385769303135,tfidf
LinearSVC,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,yonatanlou/BEREL-finetuned-DSS-maskedLM
KNeighborsClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,onlplab/alephbert-base
KNeighborsClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
MLPClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,yonatanlou/dictabert-finetuned-DSS-maskedLM
LinearSVC,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,trigram
MLPClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
MLPClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,dicta-il/MsBERT
MLPClassifier,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9779005524861878,0.9878787878787878,0.9,0.9383094751192911,0.9784362966683409,0.9779005524861878,0.9768083848346872,dicta-il/BEREL
LinearSVC,0.9723756906077348,0.9723756906077348,0.9723756906077348,0.9723756906077348,0.9583931133428981,0.8968944099378882,0.9247401247401247,0.9718049731683536,0.9723756906077348,0.9713832829854928,yonatanlou/dictabert-finetuned-DSS-maskedLM
