model,accuracy,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,vectorizer
LogisticRegression,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.43889676508561964,0.4004881414881415,0.3977774824503366,0.5475740166909515,0.6134969325153374,0.5577381557367739,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
LogisticRegression,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.4145277042645463,0.37045511895511896,0.3664094535146429,0.5483112589344428,0.6134969325153374,0.5533582394769034,dicta-il/dictabert
LinearSVC,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.6134969325153374,0.5117754693420328,0.4685127372627373,0.46865131076785094,0.5977802268999632,0.6134969325153374,0.5863277282269058,yonatanlou/BEREL-finetuned-DSS-maskedLM
LinearSVC,0.6073619631901841,0.6073619631901841,0.6073619631901841,0.6073619631901841,0.5093808774071932,0.46632846782846776,0.467472170118873,0.5938945355760016,0.6073619631901841,0.5824831374462274,dicta-il/dictabert
MLPClassifier,0.6042944785276073,0.6042944785276073,0.6042944785276073,0.6042944785276073,0.38782565493663895,0.38999792799792793,0.37547627325593425,0.5204649810112144,0.6042944785276073,0.5468668956256042,dicta-il/BEREL
MLPClassifier,0.6012269938650306,0.6012269938650306,0.6012269938650306,0.6012269938650306,0.40461926200161497,0.4068994893994894,0.3946889006006653,0.537438355080903,0.6012269938650306,0.5578381618755129,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
MLPClassifier,0.598159509202454,0.598159509202454,0.598159509202454,0.598159509202454,0.4490921954809422,0.4392822455322456,0.4270866450213093,0.561841953252702,0.598159509202454,0.5635363880537184,yonatanlou/dictabert-finetuned-DSS-maskedLM
MLPClassifier,0.598159509202454,0.598159509202454,0.598159509202454,0.598159509202454,0.4602507918339121,0.4114207274207274,0.4102249579417653,0.5782940425021451,0.598159509202454,0.5651374856065452,dicta-il/dictabert
LogisticRegression,0.5766871165644172,0.5766871165644172,0.5766871165644172,0.5766871165644172,0.3420666665292052,0.325290182040182,0.31307785595665877,0.4861162638225355,0.5766871165644172,0.5061629979250839,yonatanlou/dictabert-finetuned-DSS-maskedLM
KNeighborsClassifier,0.5766871165644172,0.5766871165644172,0.5766871165644172,0.5766871165644172,0.34202726500335356,0.34316178266178265,0.32456302168675144,0.5028302167313717,0.5766871165644172,0.5165535155094277,yonatanlou/BEREL-finetuned-DSS-maskedLM
KNeighborsClassifier,0.5644171779141104,0.5644171779141104,0.5644171779141104,0.5644171779141104,0.3396432246657528,0.32230288230288234,0.3082823250828553,0.5049338806139869,0.5644171779141104,0.5079264712084138,dicta-il/BEREL
KNeighborsClassifier,0.5552147239263804,0.5552147239263804,0.5552147239263804,0.5552147239263804,0.29462203193854597,0.3264634162134162,0.3010783109933568,0.44712112684165056,0.5552147239263804,0.48441137949739976,dicta-il/MsBERT
KNeighborsClassifier,0.5368098159509203,0.5368098159509203,0.5368098159509203,0.5368098159509203,0.3253917748917749,0.3170452602952603,0.30346463186163786,0.46363437176320604,0.5368098159509203,0.4728569089487667,onlplab/alephbert-base
KNeighborsClassifier,0.5337423312883436,0.5337423312883436,0.5337423312883436,0.5337423312883436,0.31155235214967086,0.30058638583638586,0.2903602214036927,0.4567092287960322,0.5337423312883436,0.46998230110412464,yonatanlou/alephbert-base-finetuned-DSS-maskedLM
KNeighborsClassifier,0.5306748466257669,0.5306748466257669,0.5306748466257669,0.5306748466257669,0.3258213507625272,0.2819148629148629,0.277584435789352,0.4805245448244366,0.5306748466257669,0.4719033956207786,dicta-il/dictabert
KNeighborsClassifier,0.5122699386503068,0.5122699386503068,0.5122699386503068,0.5122699386503068,0.29505573574459026,0.2759356661856662,0.2648701141848147,0.4484106294546663,0.5122699386503068,0.4479283138353095,yonatanlou/dictabert-finetuned-DSS-maskedLM
