,silhouette,jaccard,dasgupta,clustering_accuracy,vectorizer_type
0,0.03764329105615616,0.1658883397693698,0.8398624125640132,0.3673773987206823,dicta-il/BEREL
1,0.03089236468076706,0.111180980542611,0.7684295562359554,0.2931769722814499,onlplab/alephbert-base
2,0.0358322449028492,0.14094587504570916,0.8096052079082068,0.3402985074626866,dicta-il/dictabert
3,0.04926939681172371,0.20204213051505135,0.8813343082840385,0.4081023454157783,dicta-il/MsBERT
4,0.006838668002632912,0.14767455062596496,0.8393177405027664,0.3842217484008529,tfidf
5,0.008417712616072662,0.10763771336759058,0.7487294632332866,0.285501066098081,trigram
